geoid,geoid20,year,denom_total_hh,med_hh_inc_adj,med_hh_inc
1400000US06037404503,6037404503,2000,671,67793,37067
1400000US06037404504,6037404504,2000,1272,67815,37079
1400000US06037404600,6037404600,2000,476,82482,45098
1400000US06037404701,6037404701,2000,1316,68103,37237
1400000US06037404702,6037404702,2000,1422,78695,43028
1400000US06037404703,6037404703,2000,723,56492,30888
1400000US06037404804,6037404804,2000,1046,76120,41620
1400000US06037404805,6037404805,2000,497,76120,41620
1400000US06037404806,6037404806,2000,1477,75016,41017
1400000US06037404901,6037404901,2000,1202,88389,48328
1400000US06037404902,6037404902,2000,783,81359,44484
1400000US06037404903,6037404903,2000,680,76503,41830
1400000US06037405001,6037405001,2000,1302,92784,50732
1400000US06037405002,6037405002,2000,641,79189,43298
1400000US06037405101,6037405101,2000,1147,95951,52463
1400000US06037405102,6037405102,2000,1303,62281,34053
1400000US06037405201,6037405201,2000,1220,72447,39612
1400000US06037405202,6037405202,2000,1146,57951,31686
1400000US06037405203,6037405203,2000,769,99165,54220
1400000US06037405301,6037405301,2000,1000,80426,43974
1400000US06037405302,6037405302,2000,1616,80154,43825
1400000US06037405400,6037405400,2000,1199,104578,57180
1400000US06037405500,6037405500,2000,2000,91342,49943
1400000US06037405600,6037405600,2000,1658,100413,54902
1400000US06037405701,6037405701,2000,1127,83108,45441
1400000US06037405702,6037405702,2000,1450,83083,45427
1400000US06037405800,6037405800,2000,1657,92381,50511
1400000US06037405900,6037405900,2000,1250,88658,48475
1400000US06037406000,6037406000,2000,1522,96637,52838
1400000US06037406101,6037406101,2000,1125,78073,42688
1400000US06037406103,6037406103,2000,2760,66707,36473
1400000US06037406201,6037406201,2000,707,65791,35972
1400000US06037406300,6037406300,2000,1942,121172,66253
1400000US06037406413,6037406413,2000,2202,111885,61175
1400000US06037406500,6037406500,2000,2092,94299,51560
1400000US06037406601,6037406601,2000,1514,107507,58781
1400000US06037406602,6037406602,2000,1321,96979,53025
1400000US06037406701,6037406701,2000,912,90072,49248
1400000US06037406702,6037406702,2000,1720,90072,49248
1400000US06037406801,6037406801,2000,1330,105394,57626
1400000US06037406903,6037406903,2000,2072,74221,40582
1400000US06037407001,6037407001,2000,1063,92383,50512
1400000US06037407002,6037407002,2000,884,79777,43619
1400000US06037407101,6037407101,2000,1211,72174,39462
1400000US06037407102,6037407102,2000,1224,85748,46884
1400000US06037407201,6037407201,2000,715,79138,43270
1400000US06037407202,6037407202,2000,893,79138,43270
1400000US06037407301,6037407301,2000,1038,101659,55584
1400000US06037407302,6037407302,2000,734,97466,53291
1400000US06037407400,6037407400,2000,529,99012,54137
1400000US06037407501,6037407501,2000,981,80958,44265
1400000US06037407502,6037407502,2000,862,80677,44112
1400000US06037407601,6037407601,2000,1099,68182,37280
1400000US06037407602,6037407602,2000,888,68182,37280
1400000US06037407701,6037407701,2000,1218,87597,47895
1400000US06037407702,6037407702,2000,1622,80829,44195
1400000US06037407801,6037407801,2000,1040,96754,52902
1400000US06037407802,6037407802,2000,778,96282,52644
1400000US06037407901,6037407901,2000,954,106300,58121
1400000US06037407902,6037407902,2000,438,106300,58121
1400000US06037408003,6037408003,2000,1332,94277,51548
1400000US06037408004,6037408004,2000,826,94276,51547
1400000US06037408005,6037408005,2000,1229,102399,55989
1400000US06037408006,6037408006,2000,1190,102399,55989
1400000US06037408133,6037408133,2000,1646,84425,46161
1400000US06037408134,6037408134,2000,837,114257,62472
1400000US06037408135,6037408135,2000,1178,109189,59701
1400000US06037408136,6037408136,2000,1137,94310,51566
1400000US06037408137,6037408137,2000,1332,94462,51649
1400000US06037408138,6037408138,2000,1092,86613,47357
1400000US06037408139,6037408139,2000,873,86611,47356
1400000US06037408140,6037408140,2000,756,91612,50091
1400000US06037408141,6037408141,2000,1072,91330,49936
1400000US06037408212,6037408212,2000,1231,109228,59722
1400000US06037408213,6037408213,2000,348,75694,41387
1400000US06037408301,6037408301,2000,1253,71990,39362
1400000US06037408302,6037408302,2000,1014,114441,62572
1400000US06037408303,6037408303,2000,1153,100090,54726
1400000US06037408401,6037408401,2000,1181,83862,45853
1400000US06037408402,6037408402,2000,1781,108316,59224
1400000US06037408503,6037408503,2000,1741,139718,76393
1400000US06037408504,6037408504,2000,1532,105073,57450
1400000US06037408505,6037408505,2000,756,105073,57450
1400000US06037408623,6037408623,2000,998,104812,57308
1400000US06037408624,6037408624,2000,999,110733,60545
1400000US06037408625,6037408625,2000,1322,132031,72190
1400000US06037408626,6037408626,2000,1707,97556,53340
1400000US06037408627,6037408627,2000,899,138407,75676
1400000US06037408628,6037408628,2000,1826,103087,56365
1400000US06037408629,6037408629,2000,961,120747,66020
1400000US06037408631,6037408631,2000,1312,100625,55018
1400000US06037408703,6037408703,2000,1928,170868,93425
1400000US06037408705,6037408705,2000,1552,97449,53282
1400000US06037408707,6037408707,2000,2061,144410,78959
1400000US06037408722,6037408722,2000,1236,111872,61168
1400000US06037408724,6037408724,2000,1495,60009,32811
1400000US06037408725,6037408725,2000,1805,63242,34578
1400000US06037408800,6037408800,2000,1107,36287,19841
1400000US06037408900,6037408900,2000,2185,99592,54453
1400000US06037409000,6037409000,2000,2175,74547,40760
1400000US06037409100,6037409100,2000,1267,103814,56762
1400000US06037430003,6037430003,2000,1527,144900,79227
1400000US06037430004,6037430004,2000,1156,89315,48834
1400000US06037430005,6037430005,2000,1077,89315,48834
1400000US06037430101,6037430101,2000,1633,65304,35706
1400000US06037430102,6037430102,2000,1221,82359,45031
1400000US06037430200,6037430200,2000,471,140036,76567
1400000US06037430301,6037430301,2000,1642,137046,74932
1400000US06037430302,6037430302,2000,2442,99227,54254
1400000US06037430400,6037430400,2000,1478,136748,74769
1400000US06037430501,6037430501,2000,1740,145428,79515
1400000US06037430502,6037430502,2000,3014,109803,60037
1400000US06037430600,6037430600,2000,1416,167053,91339
1400000US06037430701,6037430701,2000,1901,117412,64197
1400000US06037430721,6037430721,2000,1261,90000,49209
1400000US06037430723,6037430723,2000,1652,85472,46733
1400000US06037430724,6037430724,2000,1861,72655,39726
1400000US06037430801,6037430801,2000,2179,74539,40756
1400000US06037430802,6037430802,2000,1337,127998,69985
1400000US06037430803,6037430803,2000,1775,114055,62362
1400000US06037430901,6037430901,2000,1570,78263,42792
1400000US06037430902,6037430902,2000,1631,78263,42792
1400000US06037431002,6037431002,2000,1264,71747,39229
1400000US06037431003,6037431003,2000,1327,65052,35568
1400000US06037431004,6037431004,2000,1409,65052,35568
1400000US06037431100,6037431100,2000,1997,72695,39747
1400000US06037431200,6037431200,2000,1444,82956,45357
1400000US06037431300,6037431300,2000,869,111043,60714
1400000US06037431400,6037431400,2000,1349,94773,51819
1400000US06037431501,6037431501,2000,1360,76385,41765
1400000US06037431502,6037431502,2000,1529,76385,41765
1400000US06037431600,6037431600,2000,1285,127514,69721
1400000US06037431701,6037431701,2000,2263,117056,64002
1400000US06037431800,6037431800,2000,1634,85672,46843
1400000US06037431900,6037431900,2000,1251,79858,43664
1400000US06037432001,6037432001,2000,800,93320,51024
1400000US06037432002,6037432002,2000,1652,93320,51024
1400000US06037432101,6037432101,2000,1325,96846,52952
1400000US06037432102,6037432102,2000,1749,99059,54162
1400000US06037432201,6037432201,2000,1269,69399,37945
1400000US06037432202,6037432202,2000,1093,84669,46294
1400000US06037432300,6037432300,2000,1136,84723,46324
1400000US06037432401,6037432401,2000,942,70868,38749
1400000US06037432402,6037432402,2000,1626,58144,31791
1400000US06037432501,6037432501,2000,787,78855,43115
1400000US06037432502,6037432502,2000,1294,78986,43187
1400000US06037432601,6037432601,2000,1544,68938,37693
1400000US06037432602,6037432602,2000,1042,83658,45741
1400000US06037432700,6037432700,2000,1193,70514,38555
1400000US06037432801,6037432801,2000,548,47811,26141
1400000US06037432802,6037432802,2000,1471,44216,24176
1400000US06037432901,6037432901,2000,1201,76973,42086
1400000US06037432902,6037432902,2000,830,87570,47880
1400000US06037433103,6037433103,2000,1566,60806,33247
1400000US06037433200,6037433200,2000,1542,54534,29818
1400000US06037433302,6037433302,2000,376,44391,24272
1400000US06037433304,6037433304,2000,1169,50236,27467
1400000US06037433305,6037433305,2000,1161,50236,27467
1400000US06037433306,6037433306,2000,786,63735,34848
1400000US06037433307,6037433307,2000,735,63735,34848
1400000US06037433402,6037433402,2000,1025,48213,26361
1400000US06037433403,6037433403,2000,1193,41023,22430
1400000US06037433505,6037433505,2000,953,58970,32243
1400000US06037433506,6037433506,2000,1097,51299,28049
1400000US06037433601,6037433601,2000,1238,74041,40483
1400000US06037433602,6037433602,2000,751,58809,32155
1400000US06037433803,6037433803,2000,117,82009,44840
1400000US06037433804,6037433804,2000,1334,60553,33108
1400000US06037433901,6037433901,2000,1210,48617,26582
1400000US06037433903,6037433903,2000,1030,63119,34511
1400000US06037434001,6037434001,2000,965,66112,36148
1400000US06037434003,6037434003,2000,943,74891,40948
1400000US06037434004,6037434004,2000,626,74892,40948
1400000US06037434100,6037434100,2000,1188,58432,31949
1400000US06037460001,6037460001,2000,1293,166534,91055
1400000US06037460002,6037460002,2000,390,166534,91055
1400000US06037460101,6037460101,2000,2352,176931,96740
1400000US06037460200,6037460200,2000,2045,128548,70286
1400000US06037460301,6037460301,2000,1526,118782,64946
1400000US06037460302,6037460302,2000,1325,79716,43586
1400000US06037460401,6037460401,2000,395,89032,48680
1400000US06037460501,6037460501,2000,1812,205294,112248
1400000US06037460502,6037460502,2000,1466,183308,100227
1400000US06037460601,6037460601,2000,2325,167326,91489
1400000US06037460700,6037460700,2000,1661,243312,133035
1400000US06037460800,6037460800,2000,1279,250194,136798
1400000US06037460900,6037460900,2000,1907,69783,38155
1400000US06037461000,6037461000,2000,1613,73750,40324
1400000US06037461100,6037461100,2000,1639,91720,50149
1400000US06037461200,6037461200,2000,1678,160716,87874
1400000US06037461300,6037461300,2000,2393,80045,43766
1400000US06037461400,6037461400,2000,1248,87679,47940
1400000US06037461501,6037461501,2000,1047,64228,35118
1400000US06037461502,6037461502,2000,1668,64228,35118
1400000US06037461600,6037461600,2000,1636,55900,30564
1400000US06037461700,6037461700,2000,673,122279,66858
1400000US06037461901,6037461901,2000,1957,44073,24098
1400000US06037461902,6037461902,2000,430,44073,24098
1400000US06037462001,6037462001,2000,1116,49549,27092
1400000US06037462002,6037462002,2000,1158,49549,27092
1400000US06037462100,6037462100,2000,1772,57688,31542
1400000US06037462201,6037462201,2000,1860,54100,29580
1400000US06037462202,6037462202,2000,600,54100,29580
1400000US06037462301,6037462301,2000,1979,61080,33396
1400000US06037462302,6037462302,2000,1149,61080,33396
1400000US06037462400,6037462400,2000,1612,79437,43433
1400000US06037462500,6037462500,2000,2360,105792,57844
1400000US06037462600,6037462600,2000,894,137297,75070
1400000US06037462700,6037462700,2000,2165,86510,47301
1400000US06037462800,6037462800,2000,1085,81877,44768
1400000US06037462900,6037462900,2000,1356,109398,59815
1400000US06037463000,6037463000,2000,743,146837,80286
1400000US06037463103,6037463103,2000,2068,103420,56546
1400000US06037463200,6037463200,2000,1433,91389,49968
1400000US06037463300,6037463300,2000,914,123500,67526
1400000US06037463400,6037463400,2000,2609,82431,45071
1400000US06037463500,6037463500,2000,2648,85817,46922
1400000US06037463601,6037463601,2000,3143,85679,46846
1400000US06037463602,6037463602,2000,2166,85679,46846
1400000US06037463700,6037463700,2000,772,132447,72418
1400000US06037463800,6037463800,2000,1660,162292,88736
1400000US06037463900,6037463900,2000,1553,138426,75687
1400000US06037464000,6037464000,2000,2621,143129,78258
1400000US06037464101,6037464101,2000,1196,248078,135641
1400000US06037464102,6037464102,2000,1160,248078,135641
1400000US06037464200,6037464200,2000,1901,188907,103288
1400000US06037480002,6037480002,2000,1131,148209,81036
1400000US06037480011,6037480011,2000,1835,69385,37937
1400000US06037480012,6037480012,2000,1808,84278,46080
1400000US06037480101,6037480101,2000,1232,95012,51949
1400000US06037480102,6037480102,2000,1388,96799,52927
1400000US06037480201,6037480201,2000,1333,129527,70821
1400000US06037480202,6037480202,2000,886,127149,69521
1400000US06037480302,6037480302,2000,1740,78926,43154
1400000US06037480303,6037480303,2000,1474,56036,30639
1400000US06037480304,6037480304,2000,1626,56036,30639
1400000US06037480400,6037480400,2000,2273,76900,42047
1400000US06037480500,6037480500,2000,2180,129798,70969
1400000US06037480601,6037480601,2000,1015,95169,52035
1400000US06037480602,6037480602,2000,2399,95169,52035
1400000US06037480702,6037480702,2000,1647,121802,66598
1400000US06037480703,6037480703,2000,1286,105674,57779
1400000US06037480704,6037480704,2000,1935,83588,45703
1400000US06037480802,6037480802,2000,1022,84747,46337
1400000US06037480803,6037480803,2000,1256,88424,48347
1400000US06037480804,6037480804,2000,1838,77638,42450
1400000US06037480901,6037480901,2000,1581,60901,33299
1400000US06037480902,6037480902,2000,1391,57485,31431
1400000US06037480903,6037480903,2000,970,72812,39811
1400000US06037481001,6037481001,2000,1285,64264,35137
1400000US06037481002,6037481002,2000,1890,62338,34084
1400000US06037481101,6037481101,2000,1403,68243,37313
1400000US06037481102,6037481102,2000,1430,67240,36765
1400000US06037481103,6037481103,2000,1516,69707,38114
1400000US06037481201,6037481201,2000,1160,71167,38912
1400000US06037481203,6037481203,2000,1944,76198,41662
1400000US06037481300,6037481300,2000,798,82783,45263
1400000US06037481401,6037481401,2000,1850,71815,39266
1400000US06037481403,6037481403,2000,906,67577,36949
1400000US06037481404,6037481404,2000,1146,67577,36949
1400000US06037481500,6037481500,2000,1538,81480,44551
1400000US06037481603,6037481603,2000,1287,65720,35933
1400000US06037481604,6037481604,2000,1353,70919,38776
1400000US06037481605,6037481605,2000,1068,61453,33600
1400000US06037481606,6037481606,2000,1604,61453,33600
1400000US06037481711,6037481711,2000,1342,52671,28799
1400000US06037481712,6037481712,2000,1576,47508,25976
1400000US06037481713,6037481713,2000,835,59047,32285
1400000US06037481714,6037481714,2000,892,39943,21840
1400000US06037481800,6037481800,2000,903,107993,59047
1400000US06037481901,6037481901,2000,1734,95221,52064
1400000US06037481902,6037481902,2000,1022,82482,45098
1400000US06037482001,6037482001,2000,993,133450,72966
1400000US06037482002,6037482002,2000,2482,77832,42556
1400000US06037482101,6037482101,2000,1406,74923,40965
1400000US06037482102,6037482102,2000,952,94046,51421
1400000US06037482201,6037482201,2000,1185,68225,37303
1400000US06037482202,6037482202,2000,1541,71272,38969
1400000US06037482301,6037482301,2000,1294,59837,32717
1400000US06037482303,6037482303,2000,1473,47341,25884
1400000US06037482304,6037482304,2000,995,45888,25090
1400000US06037482401,6037482401,2000,935,61304,33519
1400000US06037482403,6037482403,2000,558,76925,42060
1400000US06037482404,6037482404,2000,545,76925,42060
1400000US06037482502,6037482502,2000,814,66809,36529
1400000US06037482503,6037482503,2000,1008,54536,29818
1400000US06037482521,6037482521,2000,1405,90787,49639
1400000US06037482522,6037482522,2000,1471,98983,54121
1400000US06037482600,6037482600,2000,2229,108851,59516
1400000US06037482701,6037482701,2000,1367,69620,38066
1400000US06037482702,6037482702,2000,816,81095,44340
1400000US06037482801,6037482801,2000,1415,87935,48080
1400000US06037500100,6037500100,2000,1244,180532,98709
1400000US06037500202,6037500202,2000,1578,165592,90540
1400000US06037500203,6037500203,2000,518,145355,79475
1400000US06037500204,6037500204,2000,1476,145355,79475
1400000US06037500300,6037500300,2000,1085,139005,76004
1400000US06037500402,6037500402,2000,1220,56736,31021
1400000US06037500403,6037500403,2000,1036,103033,56335
1400000US06037500404,6037500404,2000,1224,103268,56463
1400000US06037500500,6037500500,2000,736,64071,35032
1400000US06037500600,6037500600,2000,1335,68450,37426
1400000US06037500700,6037500700,2000,1704,83047,45407
1400000US06037500800,6037500800,2000,1439,73815,40360
1400000US06037500900,6037500900,2000,1751,74259,40602
1400000US06037501001,6037501001,2000,680,88477,48376
1400000US06037501002,6037501002,2000,1248,88477,48376
1400000US06037501200,6037501200,2000,1475,89185,48763
1400000US06037501301,6037501301,2000,1051,96257,52630
1400000US06037501302,6037501302,2000,1390,96257,52630
1400000US06037501400,6037501400,2000,1269,70599,38601
1400000US06037501501,6037501501,2000,819,133588,73042
1400000US06037501503,6037501503,2000,2011,76738,41958
1400000US06037501504,6037501504,2000,1564,48739,26649
1400000US06037501600,6037501600,2000,2523,123186,67354
1400000US06037501700,6037501700,2000,1281,106443,58200
1400000US06037501802,6037501802,2000,1178,84500,46202
1400000US06037501803,6037501803,2000,1531,56326,30797
1400000US06037501804,6037501804,2000,741,56326,30797
1400000US06037501900,6037501900,2000,1353,101349,55414
1400000US06037502003,6037502003,2000,700,78024,42661
1400000US06037502004,6037502004,2000,1084,78024,42661
1400000US06037502005,6037502005,2000,1217,92053,50332
1400000US06037502100,6037502100,2000,1564,75717,41400
1400000US06037502200,6037502200,2000,1792,82723,45230
1400000US06037502303,6037502303,2000,2000,81894,44777
1400000US06037502401,6037502401,2000,1152,85960,47000
1400000US06037502402,6037502402,2000,1029,73312,40085
1400000US06037502500,6037502500,2000,1066,64645,35346
1400000US06037502602,6037502602,2000,1312,58229,31838
1400000US06037502603,6037502603,2000,911,92955,50825
1400000US06037502604,6037502604,2000,880,92955,50825
1400000US06037502700,6037502700,2000,1927,91995,50300
1400000US06037502801,6037502801,2000,1786,81139,44364
1400000US06037502901,6037502901,2000,1373,98692,53962
1400000US06037503000,6037503000,2000,1144,78031,42665
1400000US06037503103,6037503103,2000,1016,82302,45000
1400000US06037503104,6037503104,2000,621,82300,44999
1400000US06037503105,6037503105,2000,1002,78211,42763
1400000US06037503106,6037503106,2000,979,78211,42763
1400000US06037503201,6037503201,2000,1120,113562,62092
1400000US06037503202,6037503202,2000,1142,83980,45917
1400000US06037503301,6037503301,2000,1077,95799,52380
1400000US06037503302,6037503302,2000,1843,89839,49121
1400000US06037503401,6037503401,2000,2342,95693,52322
1400000US06037503402,6037503402,2000,1356,101749,55633
1400000US06037503501,6037503501,2000,1937,89607,48994
1400000US06037503502,6037503502,2000,1232,92315,50475
1400000US06037503601,6037503601,2000,1223,121750,66569
1400000US06037503602,6037503602,2000,1225,144402,78955
1400000US06037503701,6037503701,2000,1635,90737,49612
1400000US06037503702,6037503702,2000,1619,99349,54321
1400000US06037503704,6037503704,2000,1593,120672,65980
1400000US06037503705,6037503705,2000,1244,119940,65580
1400000US06037503801,6037503801,2000,1229,118112,64580
1400000US06037503802,6037503802,2000,1586,114086,62378
1400000US06037503901,6037503901,2000,815,110548,60444
1400000US06037503902,6037503902,2000,1417,112975,61771
1400000US06037504001,6037504001,2000,1238,90236,49338
1400000US06037504002,6037504002,2000,1659,111480,60954
1400000US06037504101,6037504101,2000,1391,91941,50271
1400000US06037504200,6037504200,2000,1638,73223,40036
1400000US06037530005,6037530005,2000,1360,138467,75709
1400000US06037530006,6037530006,2000,1477,77446,42345
1400000US06037530007,6037530007,2000,2158,97808,53478
1400000US06037530101,6037530101,2000,1651,52060,28465
1400000US06037530102,6037530102,2000,1664,61018,33363
1400000US06037530202,6037530202,2000,1187,77751,42512
1400000US06037530203,6037530203,2000,1059,60182,32906
1400000US06037530204,6037530204,2000,1153,55972,30604
1400000US06037530301,6037530301,2000,627,50225,27462
1400000US06037530302,6037530302,2000,1745,59486,32525
1400000US06037530400,6037530400,2000,1219,45292,24764
1400000US06037530500,6037530500,2000,1135,50348,27529
1400000US06037530603,6037530603,2000,1175,59364,32458
1400000US06037530700,6037530700,2000,501,56041,30641
1400000US06037530801,6037530801,2000,1364,62711,34288
1400000US06037530802,6037530802,2000,846,55168,30164
1400000US06037530901,6037530901,2000,872,49210,26907
1400000US06037530902,6037530902,2000,1070,43384,23721
1400000US06037531000,6037531000,2000,1263,54611,29859
1400000US06037531101,6037531101,2000,1231,50976,27872
1400000US06037531102,6037531102,2000,756,55724,30468
1400000US06037531201,6037531201,2000,1203,54241,29657
1400000US06037531202,6037531202,2000,1137,45965,25132
1400000US06037531301,6037531301,2000,1198,50641,27689
1400000US06037531302,6037531302,2000,1431,53774,29402
1400000US06037531502,6037531502,2000,760,58185,31814
1400000US06037531503,6037531503,2000,748,48868,26719
1400000US06037531504,6037531504,2000,1027,48868,26719
1400000US06037531602,6037531602,2000,1101,41458,22668
1400000US06037531603,6037531603,2000,829,49567,27101
1400000US06037531604,6037531604,2000,880,45399,24822
1400000US06037531701,6037531701,2000,1339,52058,28463
1400000US06037531702,6037531702,2000,1269,42104,23021
1400000US06037531800,6037531800,2000,1278,51029,27901
1400000US06037531901,6037531901,2000,1652,56459,30870
1400000US06037531902,6037531902,2000,1096,55240,30204
1400000US06037532001,6037532001,2000,887,54535,29818
1400000US06037532002,6037532002,2000,889,55819,30520
1400000US06037532101,6037532101,2000,1673,60818,33253
1400000US06037532102,6037532102,2000,997,67238,36764
1400000US06037532200,6037532200,2000,1723,61040,33374
1400000US06037532302,6037532302,2000,1089,61266,33498
1400000US06037532303,6037532303,2000,1277,61397,33570
1400000US06037532304,6037532304,2000,1176,63541,34742
1400000US06037532500,6037532500,2000,1089,62979,34435
1400000US06037532605,6037532605,2000,1012,40305,22037
1400000US06037532606,6037532606,2000,1239,48167,26336
1400000US06037532607,6037532607,2000,1582,54893,30014
1400000US06037532700,6037532700,2000,465,46184,25252
1400000US06037532800,6037532800,2000,1025,43821,23960
1400000US06037532900,6037532900,2000,1469,35591,19460
1400000US06037533001,6037533001,2000,971,45115,24667
1400000US06037533002,6037533002,2000,346,45115,24667
1400000US06037533103,6037533103,2000,1114,50329,27518
1400000US06037533104,6037533104,2000,1229,37965,20758
1400000US06037533105,6037533105,2000,630,40839,22330
1400000US06037533108,6037533108,2000,1406,49183,26892
1400000US06037533201,6037533201,2000,672,47885,26182
1400000US06037533204,6037533204,2000,1191,61873,33830
1400000US06037533300,6037533300,2000,854,57608,31498
1400000US06037533401,6037533401,2000,1112,47784,26127
1400000US06037533402,6037533402,2000,1045,52492,28701
1400000US06037533403,6037533403,2000,776,61109,33412
1400000US06037533501,6037533501,2000,702,51042,27908
1400000US06037533504,6037533504,2000,1043,50422,27569
1400000US06037533601,6037533601,2000,1102,51036,27905
1400000US06037533602,6037533602,2000,1525,54469,29782
1400000US06037533603,6037533603,2000,1638,54312,29696
1400000US06037533701,6037533701,2000,967,56616,30956
1400000US06037533702,6037533702,2000,820,55776,30496
1400000US06037533703,6037533703,2000,623,55704,30457
1400000US06037533803,6037533803,2000,1633,58967,32241
1400000US06037533804,6037533804,2000,1167,59099,32313
1400000US06037533805,6037533805,2000,910,51807,28326
1400000US06037533806,6037533806,2000,809,51992,28427
1400000US06037533901,6037533901,2000,1410,56485,30884
1400000US06037533902,6037533902,2000,941,54093,29576
1400000US06037534001,6037534001,2000,1222,54081,29570
1400000US06037534002,6037534002,2000,907,67653,36990
1400000US06037534101,6037534101,2000,495,58439,31953
1400000US06037534102,6037534102,2000,1477,50449,27584
1400000US06037534201,6037534201,2000,966,56281,30773
1400000US06037534202,6037534202,2000,1243,58369,31914
1400000US06037534203,6037534203,2000,776,58927,32220
1400000US06037534301,6037534301,2000,1090,48969,26775
1400000US06037534302,6037534302,2000,992,60990,33347
1400000US06037534403,6037534403,2000,694,64665,35356
1400000US06037534404,6037534404,2000,955,45454,24853
1400000US06037534405,6037534405,2000,924,45454,24853
1400000US06037534406,6037534406,2000,940,52866,28905
1400000US06037534501,6037534501,2000,1276,73194,40020
1400000US06037534502,6037534502,2000,980,76730,41954
1400000US06037534700,6037534700,2000,931,85734,46876
1400000US06037534802,6037534802,2000,669,59078,32302
1400000US06037534803,6037534803,2000,1139,60678,33177
1400000US06037534804,6037534804,2000,871,63459,34697
1400000US06037534900,6037534900,2000,1419,54216,29643
1400000US06037535001,6037535001,2000,936,41141,22495
1400000US06037535002,6037535002,2000,793,41141,22495
1400000US06037535101,6037535101,2000,1586,50644,27690
1400000US06037535102,6037535102,2000,897,45057,24636
1400000US06037535200,6037535200,2000,1140,52572,28744
1400000US06037535300,6037535300,2000,1290,46456,25400
1400000US06037535400,6037535400,2000,510,58541,32008
1400000US06037535501,6037535501,2000,990,47061,25731
1400000US06037535502,6037535502,2000,1222,55996,30617
1400000US06037535503,6037535503,2000,629,54262,29669
1400000US06037535603,6037535603,2000,992,55905,30567
1400000US06037535604,6037535604,2000,999,58699,32095
1400000US06037535605,6037535605,2000,1067,53834,29435
1400000US06037535606,6037535606,2000,466,56454,30867
1400000US06037535607,6037535607,2000,1022,65354,35733
1400000US06037535701,6037535701,2000,1429,70264,38418
1400000US06037535702,6037535702,2000,1259,65032,35558
1400000US06037535802,6037535802,2000,1545,66583,36406
1400000US06037535803,6037535803,2000,1061,55726,30469
1400000US06037535804,6037535804,2000,1326,51800,28322
1400000US06037535901,6037535901,2000,1365,73557,40218
1400000US06037535902,6037535902,2000,1454,76858,42023
1400000US06037536000,6037536000,2000,1008,54535,29818
1400000US06037536102,6037536102,2000,988,84534,46220
1400000US06037536103,6037536103,2000,1393,76024,41568
1400000US06037536104,6037536104,2000,1054,76024,41568
1400000US06037536201,6037536201,2000,1255,80150,43824
1400000US06037536202,6037536202,2000,770,84173,46023
1400000US06037540000,6037540000,2000,1141,56038,30640
1400000US06037540101,6037540101,2000,1399,86292,47181
1400000US06037540102,6037540102,2000,1448,79469,43451
1400000US06037540201,6037540201,2000,583,63934,34957
1400000US06037540202,6037540202,2000,1574,48761,26661
1400000US06037540203,6037540203,2000,1215,54535,29818
1400000US06037540300,6037540300,2000,1125,64687,35369
1400000US06037540400,6037540400,2000,422,47709,26086
1400000US06037540501,6037540501,2000,983,74884,40944
1400000US06037540502,6037540502,2000,1355,51532,28176
1400000US06037540600,6037540600,2000,976,38213,20894
1400000US06037540700,6037540700,2000,723,41410,22642
1400000US06037540800,6037540800,2000,1658,53590,29301
1400000US06037540901,6037540901,2000,1082,63097,34499
1400000US06037540902,6037540902,2000,1326,61159,33440
1400000US06037541003,6037541003,2000,1424,89797,49098
1400000US06037541100,6037541100,2000,868,59604,32590
1400000US06037541200,6037541200,2000,1760,69675,38096
1400000US06037541300,6037541300,2000,1401,59659,32619
1400000US06037541401,6037541401,2000,816,50384,27549
1400000US06037541402,6037541402,2000,493,50384,27549
1400000US06037541500,6037541500,2000,1143,49295,26953
1400000US06037541603,6037541603,2000,644,51658,28245
1400000US06037541604,6037541604,2000,1323,46060,25184
1400000US06037541605,6037541605,2000,1188,48054,26274
1400000US06037541606,6037541606,2000,524,41935,22928
1400000US06037541700,6037541700,2000,1350,80711,44130
1400000US06037541801,6037541801,2000,1094,70139,38350
1400000US06037541802,6037541802,2000,1093,68440,37421
1400000US06037542000,6037542000,2000,1094,75584,41327
1400000US06037542103,6037542103,2000,787,61398,33570
1400000US06037542104,6037542104,2000,596,61398,33570
1400000US06037542105,6037542105,2000,944,52736,28834
1400000US06037542106,6037542106,2000,569,52817,28879
1400000US06037542200,6037542200,2000,1501,64257,35134
1400000US06037542401,6037542401,2000,1203,70322,38450
1400000US06037542402,6037542402,2000,760,73567,40224
1400000US06037542501,6037542501,2000,1045,50247,27474
1400000US06037542502,6037542502,2000,1183,42142,23042
1400000US06037542601,6037542601,2000,614,49571,27104
1400000US06037542602,6037542602,2000,1165,49851,27257
1400000US06037542700,6037542700,2000,1211,65222,35661
1400000US06037542800,6037542800,2000,859,73358,40110
1400000US06037542900,6037542900,2000,694,66324,36264
1400000US06037543000,6037543000,2000,1204,61818,33800
1400000US06037543100,6037543100,2000,1705,75620,41347
1400000US06037543201,6037543201,2000,850,65779,35966
1400000US06037543203,6037543203,2000,1250,59189,32363
1400000US06037543304,6037543304,2000,1960,120697,65993
1400000US06037543305,6037543305,2000,967,97288,53194
1400000US06037543306,6037543306,2000,1609,95003,51945
1400000US06037543321,6037543321,2000,1095,79374,43399
1400000US06037543322,6037543322,2000,2119,124609,68132
1400000US06037543400,6037543400,2000,987,98717,53975
1400000US06037543501,6037543501,2000,2040,90626,49551
