OBJECTID,COUNTYFP20,TRACTCE20,GEOID20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,Pop23,HH23,LandSqMile,PopDensity,Flag_MHI_P,Source,Comments,Date_Record_Last_Edited,Record_Last_Edited_By,Date_Data_Refers_To,MHI23,ShapeSTArea,ShapeSTLength
476,37,910809,6037910809,9719606,2903,34.408525,-118.4091281,2297,665,3.7528,612,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,167083,14317782.97,17893.07897
477,37,204200,6037204200,301202,0,34.0436195,-118.2050757,3317,1031,0.1163,28521,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,46646,439794.2861,2806.723245
478,37,209820,6037209820,179107,0,34.0472132,-118.2782548,2498,814,0.0692,36098,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,54722,261540.5005,2095.735053
479,37,214600,6037214600,581187,0,34.0727874,-118.3656444,2266,1284,0.2244,10098,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,118477,849184.8173,3724.622767
480,37,211420,6037211420,381085,0,34.0726363,-118.3029423,3495,1259,0.1471,23759,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,58835,556809.3258,3094.376106
481,37,191810,6037191810,404246,0,34.088924,-118.3277122,2780,1237,0.1561,17809,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,67321,590878.6297,3399.626094
482,37,480302,6037480302,1050464,0,34.1012449,-118.1218022,3992,1611,0.4056,9842,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,106607,1535878.847,5480.07572
483,37,192620,6037192620,243560,0,34.0776717,-118.2960541,3362,1200,0.094,35766,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,52614,355910.8637,2675.501198
484,73,1000,6073001000,849114,0,32.7602503,-117.1417054,4622,2603,0.3278,14100,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,86443,1204062.615,5060.555688
485,73,1100,6073001100,935954,0,32.7652836,-117.1335163,2939,1664,0.3614,8132,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,94007,1327344.462,4658.200771
486,85,506601,6085506601,1566538,0,37.2928536,-121.982381,4081,1566,0.6048,6748,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,128214,2479629.385,6412.56203
487,85,506603,6085506603,1279593,0,37.2822297,-121.9693416,4336,1510,0.4941,8776,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,2024862.766,5868.879557
488,85,506605,6085506605,999199,0,37.2974131,-121.9693967,4277,1566,0.3858,11086,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,137663,1581795.033,5201.025111
489,19,6405,6019006405,353743598,11890100,37.0042938,-119.5635349,5671,1944,136.5812,42,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,97619,574393803.7,190398.8137
490,79,10202,6079010202,13615672,0,35.5983407,-120.6302235,6081,1992,5.257,1157,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,90909,20638457.05,22184.00514
491,19,5912,6019005912,26884960,37560,36.820846,-119.628777,12786,3788,10.3803,1232,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,113389,42091900.88,35288.91027
492,79,11501,6079011501,1398955,0,35.2456617,-120.6778626,1804,757,0.5401,3340,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,80568,2102189.909,9076.500885
493,79,11600,6079011600,168383952,12522444,35.2163658,-120.750164,4288,1820,65.0134,66,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,155250,271623501.3,101148.3806
494,79,12503,6079012503,4598012,0,35.4700965,-120.6449015,6185,2586,1.7753,3484,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,72008,6947553.284,17817.87315
495,79,10703,6079010703,4008530,0,35.3185488,-120.8212247,3818,1366,1.5477,2467,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,90387,6034324.424,13324.86439
496,79,12302,6079012302,942604487,3843431,35.1210056,-120.3378789,6358,2106,363.9417,17,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,107431,1417909105,283878.3669
497,73,1400,6073001400,746326,0,32.74474,-117.1330809,3341,1829,0.2882,11593,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,94156,1057935.723,4146.28243
498,73,1500,6073001500,793272,0,32.7437315,-117.1233878,3934,1979,0.3063,12844,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,110380,1124455.176,4473.68714
499,85,508101,6085508101,2652134,0,37.3302791,-122.0232965,6712,2411,1.024,6555,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,4202138.286,8223.40694
500,73,13905,6073013905,2204759,0,32.7222294,-116.9900857,4748,1260,0.8513,5577,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,127019,3123735.683,8278.197998
501,73,13907,6073013907,1339987,0,32.720248,-117.0027481,3718,1236,0.5174,7186,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,59621,1898431.481,5881.213207
502,73,13908,6073013908,1128932,0,32.7112095,-117.0050566,4133,1172,0.4359,9482,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,87188,1599093.766,5492.37439
503,73,13909,6073013909,1080047,0,32.7116033,-116.9898498,4872,1515,0.417,11683,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,96767,1529866.688,5294.641469
504,73,14001,6073014001,1861268,0,32.7369473,-117.0236856,5064,1584,0.7186,7047,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,78529,2637934.879,7899.376497
505,1,450701,6001450701,263522448,3655100,37.5511338,-121.8054596,8674,2671,101.7466,85,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,425879970.9,116506.5945
506,73,19206,6073019206,1445422,0,33.215823,-117.2372592,5865,1445,0.5581,10509,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,97939,2070696.814,6524.772333
507,73,19404,6073019404,1117477,0,33.21679,-117.251038,3232,778,0.4315,7490,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,79896,1600914.107,6124.711399
508,73,19405,6073019405,1111877,0,33.1965648,-117.2759939,3969,1356,0.4293,9245,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,76382,1592168.255,5986.140857
509,73,19406,6073019406,1991308,0,33.1994127,-117.2642201,4760,1664,0.7688,6191,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,83590,2851669.091,7454.320621
510,1,403600,6001403600,392820,0,37.8135239,-122.2534812,4902,2846,0.1517,32314,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,105588,630461.0033,4181.936509
511,1,435300,6001435300,1285666,0,37.6807765,-122.064651,4909,1639,0.4964,9889,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,114484,2056113.428,8597.552235
512,1,409800,6001409800,1790229,0,37.7603603,-122.1557642,3405,1226,0.6912,4926,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,104125,2869146.606,9402.667067
513,1,440306,6001440306,676512,0,37.5849957,-122.0683439,3706,1065,0.2612,14188,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,112723,1079148.67,4276.62798
514,1,450601,6001450601,50094425,0,37.6532669,-121.9307574,3631,1352,19.3416,188,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,217788,80055067.75,57824.32198
515,37,124500,6037124500,807913,0,34.1722741,-118.4267703,2728,1256,0.3119,8746,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,77635,1183221.482,5184.922534
516,37,301203,6037301203,547434,0,34.1662572,-118.2609478,3768,1718,0.2114,17824,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,81800,801622.9104,3876.901556
517,37,127910,6037127910,649785,0,34.1975649,-118.4443625,5072,1574,0.2509,20215,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,68981,952197.856,3904.005949
518,37,123205,6037123205,757734,0,34.1945637,-118.3835614,2834,769,0.2926,9686,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,60417,1110303.633,4256.154064
519,37,108103,6037108103,2564931,0,34.286426,-118.5399996,3053,1001,0.9903,3083,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,147893,3766536.503,13531.79807
520,37,575101,6037575101,420471,0,33.7881242,-118.1623977,4279,1510,0.1623,26365,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,65640,610303.8137,3731.295484
521,37,900102,6037900102,440684673,59716,34.6825868,-117.7517043,633,273,170.1493,4,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,44946,653449375,119319.3771
522,37,570001,6037570001,1532425,0,33.863466,-118.117102,4746,1512,0.5917,8021,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,132875,2228169.628,6406.092562
523,1,435700,6001435700,1330957,0,37.6786744,-122.1161142,4913,1503,0.5139,9560,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,100610,2128433.282,9191.27333
524,1,400600,6001400600,297856,0,37.8419909,-122.2648882,1957,795,0.115,17017,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,134583,478412.4375,3053.958065
525,37,310800,6037310800,2136456,8521,34.1741488,-118.3221829,5123,2232,0.8249,6210,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,98478,3141546.849,8680.251309
526,37,311700,6037311700,2352871,0,34.1617644,-118.3200887,5852,2744,0.9084,6442,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,115000,3445013.998,7705.410099
527,37,311802,6037311802,811569,12345,34.1710001,-118.3112874,4200,1555,0.3133,13406,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,103321,1206643.198,4607.888899
528,1,442000,6001442000,7960070,0,37.5590456,-121.9353151,3122,1021,3.0734,1016,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,214554,12688934.87,17380.088
529,1,426100,6001426100,3047862,0,37.8216083,-122.2252725,6160,2093,1.1768,5235,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,4892759.371,11560.92526
530,1,400100,6001400100,6945857,0,37.8676563,-122.2318813,3094,1316,2.6818,1154,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,11164030.22,18040.14777
531,1,433700,6001433700,1284676,0,37.6876466,-122.1145204,3206,912,0.496,6464,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,84813,2054898.72,9657.154872
532,1,437500,6001437500,633556,0,37.6440336,-122.0793901,4663,1160,0.2446,19064,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,96250,1012223.286,4393.262595
533,1,441100,6001441100,15528472,0,37.5856169,-121.9620462,4584,1757,5.9956,765,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,175159,24771023.27,24978.26011
534,1,451503,6001451503,2674109,0,37.6849518,-121.7489971,6053,2187,1.0325,5862,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,174107,4277069.164,10243.161
535,1,408100,6001408100,8937288,0,37.7854008,-122.1572103,7552,2965,3.4507,2189,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,182083,14333123.21,21969.72179
536,1,450742,6001450742,7245748,849637,37.6677204,-121.8281073,5169,2110,2.7976,1848,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,165952,12941091.81,21112.15775
537,1,404502,6001404502,3079867,0,37.8346277,-122.2024752,6038,2573,1.1891,5078,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,246431,4945853.022,10495.11857
538,1,440301,6001440301,4329374,0,37.6012643,-122.0427413,6812,2151,1.6716,4075,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,123102,6909102.549,15184.04612
539,1,406800,6001406800,912527,0,37.7978944,-122.1949575,3905,1429,0.3523,11084,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,122525,1463956.675,8761.137544
540,1,430500,6001430500,2607359,0,37.7049262,-122.1091621,6087,2053,1.0067,6046,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,92139,4172537.235,12911.50827
541,1,422000,6001422000,4504647,5864364,37.8592091,-122.3016412,2346,1233,1.7393,1349,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,137841,16664530.61,19120.48211
542,1,442200,6001442200,4191207,0,37.5345806,-121.9421081,7451,2269,1.6182,4604,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,249917,6676738.709,13807.14206
543,1,436402,6001436402,4274356,0,37.6668223,-122.0404361,2754,945,1.6503,1669,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,173882,6833243.322,12917.75924
544,1,431100,6001431100,984303,0,37.6881137,-122.0672905,3538,1283,0.38,9311,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,105329,1574466.839,6367.202966
545,75,980501,6075980501,1471536,9769,37.7162081,-122.4193463,155,123,0.5682,273,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,13569,2371359.095,8955.563206
546,85,510400,6085510400,1712370,0,37.3913139,-122.1076263,3692,1280,0.6611,5585,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,2717519.436,8492.064198
547,85,510700,6085510700,1442681,0,37.4174201,-122.1281611,4871,2260,0.557,8745,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,185000,2291106.312,8792.125423
548,1,421200,6001421200,1314935,2266,37.8963668,-122.2746996,3503,1378,0.5077,6900,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,2118817.503,8094.5792
549,1,422800,6001422800,408571,0,37.8667875,-122.259979,9183,1504,0.1578,58194,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,30833,656678.884,3585.104484
550,1,405000,6001405000,800679,0,37.8120851,-122.2190899,3670,1563,0.3091,11873,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,146932,1284873.105,8507.810072
551,17,30804,6017030804,68787024,129306,38.6380828,-120.9369393,6955,2601,26.5588,262,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,129384,113124714.8,61925.56646
552,17,30901,6017030901,64933951,0,38.7788655,-120.9351547,3378,1224,25.0711,135,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,119127,107003027.7,66607.72065
553,17,31000,6017031000,26949795,0,38.7517824,-120.845416,6522,2651,10.4054,627,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,73491,44376471.28,38881.65987
554,17,31200,6017031200,20868323,5379,38.7181989,-120.7826276,4996,1979,8.0573,620,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,80982,34340213.93,31510.53892
555,17,31301,6017031301,46656591,595289,38.7490321,-120.6909165,3589,1572,18.0142,199,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,76333,77806430.9,60187.46377
556,27,800,6027000800,17743920238,41657866,36.2047334,-117.1188147,2950,1438,6850.9666,0,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,53472,27405461624,969370.8173
557,111,5502,6111005502,1736066,24048,34.2197814,-119.0527386,5690,2165,0.6703,8489,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,84138,2580689.475,8306.800302
558,111,5503,6111005503,1443115,0,34.2274729,-119.0596977,4295,1286,0.5572,7708,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,93661,2116233.179,6384.837221
559,111,5504,6111005504,1454381,0,34.2293596,-119.0450209,4062,1430,0.5615,7234,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,107500,2132851.017,5863.473965
560,111,5700,6111005700,4099790,0,34.1672501,-119.0440823,2823,585,1.5829,1783,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,132625,6003575.002,12166.76205
561,79,10902,6079010902,1248081,0,35.2929477,-120.6565875,4596,1656,0.4819,9537,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,31429,1877640.405,7201.31147
562,79,11101,6079011101,1621115,0,35.2804271,-120.6622745,4113,2030,0.6259,6571,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,60553,2438097.41,9455.118836
563,79,11103,6079011103,4971515,0,35.2563485,-120.6603801,3457,1663,1.9195,1801,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,68105,7472602.089,12664.59732
564,79,10701,6079010701,2400673,1207681,35.3290457,-120.834846,4731,1997,0.9269,5104,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,96597,5433338.776,11135.73498
565,1,400900,6001400900,407733,0,37.8394083,-122.2802601,2752,1127,0.1574,17484,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,111131,654845.6576,3552.787812
566,1,400700,6001400700,865752,0,37.8417021,-122.2722661,4404,1899,0.3343,13174,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,111302,1390547.36,5372.912487
567,1,400800,6001400800,725817,0,37.8454176,-122.2832338,4583,1915,0.2802,16356,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,129844,1165905.758,5037.179435
568,1,451602,6001451602,3013438,0,37.6712489,-121.7756214,6767,2718,1.1635,5816,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,133594,4818035.021,10428.6581
569,1,400200,6001400200,586560,0,37.8481378,-122.2495916,2093,861,0.2265,9241,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,225880,942277.132,5066.677234
570,17,31504,6017031504,59179158,102128,38.6578205,-120.7933475,6636,2618,22.8492,290,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,78042,97363008.85,53485.69037
571,17,30701,6017030701,13428718,5805674,38.737015,-121.0874235,5254,2023,5.1849,1013,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,170282,31655564.34,33728.59193
572,111,5901,6111005901,3899869,0,34.1687001,-118.9463969,5873,2185,1.5057,3901,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,148854,5711008.8,10356.68267
573,85,509106,6085509106,985274,0,37.378605,-122.0504659,4100,1978,0.3804,10778,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,155608,1563099.536,5236.819062
574,85,509108,6085509108,2286202,0,37.4004674,-122.0572331,4468,1932,0.8827,5062,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,178636,3629067.651,10084.17823
575,73,14002,6073014002,2117230,0,32.7249378,-117.0195316,4132,1194,0.8175,5054,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,77500,2999910.096,7823.050866
576,73,14101,6073014101,1343298,0,32.72431,-117.0326628,4050,1323,0.5187,7808,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,98750,1903289.336,8024.93693
577,73,14102,6073014102,1197738,0,32.7163432,-117.0381875,3368,1058,0.4624,7284,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,103617,1696751.907,8080.607764
578,73,14200,6073014200,2273163,0,32.7272512,-117.0432243,7177,2159,0.8777,8177,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,104693,3221013.359,8569.394326
579,73,14601,6073014601,1454502,0,32.7606911,-117.0300533,4899,2296,0.5616,8723,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,71667,2062522.826,8615.716137
580,73,15704,6073015704,942669,0,32.7909112,-116.9381289,4730,1432,0.364,12995,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,47750,1337630.604,5162.149269
581,73,19501,6073019501,778522,0,33.2084723,-117.249596,3447,807,0.3006,11467,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,82750,1115116.015,4866.871605
582,1,435200,6001435200,2255836,61592,37.6880455,-122.0490826,4530,1426,0.871,5201,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,129375,3706683.145,9994.859748
583,1,410300,6001410300,578329,0,37.7466798,-122.1661407,3967,1080,0.2233,17765,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,44167,926526.6862,3959.221442
584,1,409900,6001409900,4315219,0,37.7620318,-122.1358942,3904,1434,1.6661,2343,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,190813,6916185.201,15038.60334
585,73,1600,6073001600,688177,0,32.7521608,-117.121322,5065,2269,0.2657,19063,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,63003,975666.1145,4110.127568
586,73,1700,6073001700,634347,0,32.7582434,-117.1207284,4846,2425,0.2449,19788,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,90404,899477.6672,3958.360146
587,85,510801,6085510801,2195030,0,37.4270272,-122.1097779,5276,1916,0.8475,6225,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,3486791.757,7866.764163
588,85,510802,6085510802,934585,0,37.4144228,-122.1103922,2044,710,0.3608,5665,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,1484090.557,4884.510305
589,85,510803,6085510803,1011446,0,37.4205586,-122.1184486,3352,1193,0.3905,8584,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,1606406.932,5036.637354
590,85,510900,6085510900,1653882,0,37.4276964,-122.1296787,4991,2029,0.6386,7816,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,169083,2627229.079,6678.379925
591,85,511000,6085511000,1986805,0,37.4375636,-122.1218491,7252,2331,0.7671,9454,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,3156916.363,7088.32359
592,73,19502,6073019502,770724,0,33.2077639,-117.240675,5732,1547,0.2976,19261,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,60078,1103929.397,4299.272854
593,73,19804,6073019804,2547914,0,33.163745,-117.3117343,4433,1545,0.9838,4506,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,148618,3645812.341,8189.800822
594,73,19805,6073019805,1453495,0,33.180292,-117.2865422,4111,1499,0.5612,7325,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,87266,2080584.152,6857.895189
595,1,421300,6001421300,1084032,0,37.8910377,-122.2812606,4041,1841,0.4185,9656,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,128125,1743447.816,7358.44696
596,1,450741,6001450741,2182371,0,37.6602378,-121.8650769,5469,1941,0.8426,6491,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,154609,3488257.285,7651.001627
597,17,30504,6017030504,29776827,0,38.906926,-119.9479088,3095,1242,11.4969,269,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,106250,49244041.23,48016.61577
598,17,30709,6017030709,13428760,328829,38.6961984,-121.0417409,5351,1852,5.1849,1032,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,203261,22619762.58,25244.74237
599,17,30807,6017030807,4812642,0,38.6626385,-121.0121661,3733,1381,1.8582,2009,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,124563,7905083.304,15328.04927
600,17,31800,6017031800,7974872,0,38.6670537,-121.0483713,7229,2173,3.0791,2348,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,186875,13100855.41,16810.00489
601,1,423200,6001423200,456778,0,37.8645164,-122.2936857,2874,1178,0.1764,16293,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,74861,734111.7948,3579.200902
602,85,511100,6085511100,2194213,0,37.4457468,-122.1325243,5437,1984,0.8472,6418,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,3487222.276,7917.682948
603,85,511400,6085511400,1536652,0,37.4359496,-122.1435945,3745,1365,0.5933,6312,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,2441542.841,6614.732594
604,85,512024,6085512024,1553293,44640,37.2596678,-121.8690336,5056,1777,0.5997,8431,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,134784,2527169.345,6425.104587
605,85,512025,6085512025,1247992,0,37.2608921,-121.8525836,3008,946,0.4819,6242,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,216711,1973747.93,5773.902545
606,85,512026,6085512026,2206485,0,37.2584565,-121.8379668,3627,1239,0.8519,4258,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,131850,3489424.236,7995.324062
607,1,406000,6001406000,2113649,525188,37.79237,-122.2603108,4638,2000,0.8161,5683,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,58197,4232146.646,12767.8912
608,1,423902,6001423902,294981,0,37.8548712,-122.257602,1541,702,0.1139,13529,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,142206,473958.6212,3092.81259
609,1,443200,6001443200,14504923,0,37.4877231,-121.8955045,3451,1157,5.6004,616,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,23078113.92,19545.05251
610,1,404200,6001404200,2728225,0,37.8361052,-122.2344831,3584,1401,1.0534,3402,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,246193,4381346.17,10470.85771
611,85,509109,6085509109,2096588,0,37.3914589,-122.0596946,6750,2506,0.8095,8338,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,219091,3327284.002,8002.887739
612,85,509201,6085509201,1569209,0,37.4011514,-122.0743742,5420,2671,0.6059,8945,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,172150,2490959.333,7327.24337
613,1,400300,6001400300,1110840,0,37.8405841,-122.2544782,5727,2713,0.4289,13353,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,157731,1784139.774,6738.783852
614,85,512027,6085512027,1674893,68672,37.2542237,-121.8543848,4130,1490,0.6467,6386,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,125152,2756950.322,9596.488965
615,1,427900,6001427900,825214,0,37.7698045,-122.2582454,4764,1997,0.3186,14953,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,105836,1322889.7,4574.269685
616,1,421500,6001421500,1580941,0,37.8917124,-122.2594986,4122,1589,0.6104,6753,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,222321,2542687.944,9178.038634
617,1,407500,6001407500,494502,0,37.769515,-122.1976093,3687,1298,0.1909,19314,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,49643,792717.4061,4008.925514
618,1,451401,6001451401,4633031,0,37.6959835,-121.7629309,5969,2216,1.7888,3337,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,117755,7412425.655,12096.36281
